"sido_kr","sigungu_kr","sigungu_1_kr","sigungu_2_kr","sido_en","sigun_en","sigungu_1_en","sigungu_2_en","sdsgg_en","base_year","tax_exclude","adm2_code_new","adm2_code","sgg_population","sgg_housing","sgg_tax_global","sgg_tax_income","sgg_doj","sgg_dcee"
"서울특별시","종로구","종로구","종로구","Seoul","Jongno-gu","Jongno-gu","Jongno-gu","Jongno-gu Seoul",2020,NA,11010,11010,11010,11010,"A0223","A0123","BVXX024",4200003
"서울특별시","중구","중구","중구","Seoul","Jung-gu","Jung-gu","Jung-gu","Jung-gu Seoul",2020,NA,11020,11020,11020,11020,"A0224","A0124","BVXX025",4200004
"서울특별시","용산구","용산구","용산구","Seoul","Yongsan-gu","Yongsan-gu","Yongsan-gu","Yongsan-gu Seoul",2020,NA,11030,11030,11030,11030,"A0221","A0121","BVXX022",4200005
"서울특별시","성동구","성동구","성동구","Seoul","Seongdong-gu","Seongdong-gu","Seongdong-gu","Seongdong-gu Seoul",2020,NA,11040,11040,11040,11040,"A0216","A0116","BVXX017",4200006
"서울특별시","광진구","광진구","광진구","Seoul","Gwangjin-gu","Gwangjin-gu","Gwangjin-gu","Gwangjin-gu Seoul",2020,NA,11050,11050,11050,11050,"A0206","A0106","BVXX007",4200007
"서울특별시","동대문구","동대문구","동대문구","Seoul","Dongdaemun-gu","Dongdaemun-gu","Dongdaemun-gu","Dongdaemun-gu Seoul",2020,NA,11060,11060,11060,11060,"A0211","A0111","BVXX012",4200008
"서울특별시","중랑구","중랑구","중랑구","Seoul","Jungnang-gu","Jungnang-gu","Jungnang-gu","Jungnang-gu Seoul",2020,NA,11070,11070,11070,11070,"A0225","A0125","BVXX026",4200009
"서울특별시","성북구","성북구","성북구","Seoul","Seongbuk-gu","Seongbuk-gu","Seongbuk-gu","Seongbuk-gu Seoul",2020,NA,11080,11080,11080,11080,"A0217","A0117","BVXX018",4200010
"서울특별시","강북구","강북구","강북구","Seoul","Gangbuk-gu","Gangbuk-gu","Gangbuk-gu","Gangbuk-gu Seoul",2020,NA,11090,11090,11090,11090,"A0203","A0103","BVXX004",4200011
"서울특별시","도봉구","도봉구","도봉구","Seoul","Dobong-gu","Dobong-gu","Dobong-gu","Dobong-gu Seoul",2020,NA,11100,11100,11100,11100,"A0210","A0110","BVXX011",4200012
"서울특별시","노원구","노원구","노원구","Seoul","Nowon-gu","Nowon-gu","Nowon-gu","Nowon-gu Seoul",2020,NA,11110,11110,11110,11110,"A0209","A0109","BVXX010",4200013
"서울특별시","은평구","은평구","은평구","Seoul","Eunpyeong-gu","Eunpyeong-gu","Eunpyeong-gu","Eunpyeong-gu Seoul",2020,NA,11120,11120,11120,11120,"A0222","A0122","BVXX023",4200014
"서울특별시","서대문구","서대문구","서대문구","Seoul","Seodaemun-gu","Seodaemun-gu","Seodaemun-gu","Seodaemun-gu Seoul",2020,NA,11130,11130,11130,11130,"A0214","A0114","BVXX015",4200015
"서울특별시","마포구","마포구","마포구","Seoul","Mapo-gu","Mapo-gu","Mapo-gu","Mapo-gu Seoul",2020,NA,11140,11140,11140,11140,"A0213","A0113","BVXX014",4200016
"서울특별시","양천구","양천구","양천구","Seoul","Yangcheon-gu","Yangcheon-gu","Yangcheon-gu","Yangcheon-gu Seoul",2020,NA,11150,11150,11150,11150,"A0219","A0119","BVXX020",4200017
"서울특별시","강서구","강서구","강서구","Seoul","Gangseo-gu","Gangseo-gu","Gangseo-gu","Gangseo-gu Seoul",2020,NA,11160,11160,11160,11160,"A0204","A0104","BVXX005",4200018
"서울특별시","구로구","구로구","구로구","Seoul","Guro-gu","Guro-gu","Guro-gu","Guro-gu Seoul",2020,NA,11170,11170,11170,11170,"A0207","A0107","BVXX008",4200019
"서울특별시","금천구","금천구","금천구","Seoul","Geumcheon-gu","Geumcheon-gu","Geumcheon-gu","Geumcheon-gu Seoul",2020,NA,11180,11180,11180,11180,"A0208","A0108","BVXX009",4200020
"서울특별시","영등포구","영등포구","영등포구","Seoul","Yeongdeungpo-gu","Yeongdeungpo-gu","Yeongdeungpo-gu","Yeongdeungpo-gu Seoul",2020,NA,11190,11190,11190,11190,"A0220","A0120","BVXX021",4200021
"서울특별시","동작구","동작구","동작구","Seoul","Dongjak-gu","Dongjak-gu","Dongjak-gu","Dongjak-gu Seoul",2020,NA,11200,11200,11200,11200,"A0212","A0112","BVXX013",4200022
"서울특별시","관악구","관악구","관악구","Seoul","Gwanak-gu","Gwanak-gu","Gwanak-gu","Gwanak-gu Seoul",2020,NA,11210,11210,11210,11210,"A0205","A0105","BVXX006",4200023
"서울특별시","서초구","서초구","서초구","Seoul","Seocho-gu","Seocho-gu","Seocho-gu","Seocho-gu Seoul",2020,NA,11220,11220,11220,11220,"A0215","A0115","BVXX016",4200024
"서울특별시","강남구","강남구","강남구","Seoul","Gangnam-gu","Gangnam-gu","Gangnam-gu","Gangnam-gu Seoul",2020,NA,11230,11230,11230,11230,"A0201","A0101","BVXX002",4200025
"서울특별시","송파구","송파구","송파구","Seoul","Songpa-gu","Songpa-gu","Songpa-gu","Songpa-gu Seoul",2020,NA,11240,11240,11240,11240,"A0218","A0118","BVXX019",4200026
"서울특별시","강동구","강동구","강동구","Seoul","Gangdong-gu","Gangdong-gu","Gangdong-gu","Gangdong-gu Seoul",2020,NA,11250,11250,11250,11250,"A0202","A0102","BVXX003",4200027
"부산광역시","중구","중구","중구","Busan","Jung-gu","Jung-gu","Jung-gu","Jung-gu Busan",2020,NA,21010,21010,21010,21010,"A1515","A1415","BVXX042",4200030
"부산광역시","서구","서구","서구","Busan","Seo-gu","Seo-gu","Seo-gu","Seo-gu Busan",2020,NA,21020,21020,21020,21020,"A1511","A1411","BVXX038",4200031
"부산광역시","동구","동구","동구","Busan","Dong-gu","Dong-gu","Dong-gu","Dong-gu Busan",2020,NA,21030,21030,21030,21030,"A1505","A1405","BVXX032",4200032
"부산광역시","영도구","영도구","영도구","Busan","Yeongdo-gu","Yeongdo-gu","Yeongdo-gu","Yeongdo-gu Busan",2020,NA,21040,21040,21040,21040,"A1514","A1414","BVXX041",4200033
"부산광역시","부산진구","부산진구","부산진구","Busan","Busanjin-gu","Busanjin-gu","Busanjin-gu","Busanjin-gu Busan",2020,NA,21050,21050,21050,21050,"A1507","A1407","BVXX034",4200034
"부산광역시","동래구","동래구","동래구","Busan","Dongnae-gu","Dongnae-gu","Dongnae-gu","Dongnae-gu Busan",2020,NA,21060,21060,21060,21060,"A1506","A1406","BVXX033",4200035
"부산광역시","남구","남구","남구","Busan","Nam-gu","Nam-gu","Nam-gu","Nam-gu Busan",2020,NA,21070,21070,21070,21070,"A1504","A1404","BVXX031",4200036
"부산광역시","북구","북구","북구","Busan","Buk-gu","Buk-gu","Buk-gu","Buk-gu Busan",2020,NA,21080,21080,21080,21080,"A1508","A1408","BVXX035",4200037
"부산광역시","해운대구","해운대구","해운대구","Busan","Haeundae-gu","Haeundae-gu","Haeundae-gu","Haeundae-gu Busan",2020,NA,21090,21090,21090,21090,"A1516","A1416","BVXX043",4200038
"부산광역시","사하구","사하구","사하구","Busan","Saha-gu","Saha-gu","Saha-gu","Saha-gu Busan",2020,NA,21100,21100,21100,21100,"A1510","A1410","BVXX037",4200039
"부산광역시","금정구","금정구","금정구","Busan","Geumjeong-gu","Geumjeong-gu","Geumjeong-gu","Geumjeong-gu Busan",2020,NA,21110,21110,21110,21110,"A1502","A1402","BVXX029",4200040
"부산광역시","강서구","강서구","강서구","Busan","Gangseo-gu","Gangseo-gu","Gangseo-gu","Gangseo-gu Busan",2020,NA,21120,21120,21120,21120,"A1501","A1401","BVXX028",4200041
"부산광역시","연제구","연제구","연제구","Busan","Yeonje-gu","Yeonje-gu","Yeonje-gu","Yeonje-gu Busan",2020,NA,21130,21130,21130,21130,"A1513","A1413","BVXX040",4200042
"부산광역시","수영구","수영구","수영구","Busan","Suyeong-gu","Suyeong-gu","Suyeong-gu","Suyeong-gu Busan",2020,NA,21140,21140,21140,21140,"A1512","A1412","BVXX039",4200043
"부산광역시","사상구","사상구","사상구","Busan","Sasang-gu","Sasang-gu","Sasang-gu","Sasang-gu Busan",2020,NA,21150,21150,21150,21150,"A1509","A1409","BVXX036",4200044
"부산광역시","기장군","기장군","기장군","Busan","Gijang-gun","Gijang-gun","Gijang-gun","Gijang-gun Busan",2020,NA,21510,21310,21510,21510,"A1503","A1403","BVXX030",4200045
"대구광역시","중구","중구","중구","Daegu","Jung-gu","Jung-gu","Jung-gu","Jung-gu Daegu",2020,NA,22010,22010,22010,22010,"A1308","A1208","BVXX052",4200048
"대구광역시","동구","동구","동구","Daegu","Dong-gu","Dong-gu","Dong-gu","Dong-gu Daegu",2020,NA,22020,22020,22020,22020,"A1304","A1204","BVXX048",4200049
"대구광역시","서구","서구","서구","Daegu","Seo-gu","Seo-gu","Seo-gu","Seo-gu Daegu",2020,NA,22030,22030,22030,22030,"A1306","A1206","BVXX050",4200050
"대구광역시","남구","남구","남구","Daegu","Nam-gu","Nam-gu","Nam-gu","Nam-gu Daegu",2020,NA,22040,22040,22040,22040,"A1301","A1201","BVXX045",4200051
"대구광역시","북구","북구","북구","Daegu","Buk-gu","Buk-gu","Buk-gu","Buk-gu Daegu",2020,NA,22050,22050,22050,22050,"A1305","A1205","BVXX049",4200052
"대구광역시","수성구","수성구","수성구","Daegu","Suseong-gu","Suseong-gu","Suseong-gu","Suseong-gu Daegu",2020,NA,22060,22060,22060,22060,"A1307","A1207","BVXX051",4200053
"대구광역시","달서구","달서구","달서구","Daegu","Dalseo-gu","Dalseo-gu","Dalseo-gu","Dalseo-gu Daegu",2020,NA,22070,22070,22070,22070,"A1302","A1202","BVXX046",4200054
"대구광역시","달성군","달성군","달성군","Daegu","Dalseong-gun","Dalseong-gun","Dalseong-gun","Dalseong-gun Daegu",2020,NA,22510,22310,22510,22510,"A1303","A1203","BVXX047",4200055
"대구광역시","군위군","군위군","군위군","Daegu","Gunwi-gun","Gunwi-gun","Gunwi-gun","Gunwi-gun Daegu",2020,NA,22520,22520,37510,37510,"A1309","A1305",NA,NA
"인천광역시","중구","중구","중구","Incheon","Jung-gu","Jung-gu","Jung-gu","Jung-gu Incheon",2020,NA,23010,23010,23010,23010,"A0310","A0210","BVXX063",4200058
"인천광역시","동구","동구","동구","Incheon","Dong-gu","Dong-gu","Dong-gu","Dong-gu Incheon",2020,NA,23020,23020,23020,23020,"A0304","A0205","BVXX058",4200059
"인천광역시","남구","남구","남구","Incheon","Nam-gu","Nam-gu","Nam-gu","Nam-gu Incheon",2015,NA,23030,23030,23030,23030,"","",NA,NA
"인천광역시","연수구","연수구","연수구","Incheon","Yeonsu-gu","Yeonsu-gu","Yeonsu-gu","Yeonsu-gu Incheon",2020,NA,23040,23040,23040,23040,"A0308","A0208","BVXX061",4200061
"인천광역시","남동구","남동구","남동구","Incheon","Namdong-gu","Namdong-gu","Namdong-gu","Namdong-gu Incheon",2020,NA,23050,23050,23050,23050,"A0303","A0204","BVXX057",4200062
"인천광역시","부평구","부평구","부평구","Incheon","Bupyeong-gu","Bupyeong-gu","Bupyeong-gu","Bupyeong-gu Incheon",2020,NA,23060,23060,23060,23060,"A0306","A0206","BVXX059",4200063
"인천광역시","계양구","계양구","계양구","Incheon","Gyeyang-gu","Gyeyang-gu","Gyeyang-gu","Gyeyang-gu Incheon",2020,NA,23070,23070,23070,23070,"A0302","A0202","BVXX055",4200064
"인천광역시","서구","서구","서구","Incheon","Seo-gu","Seo-gu","Seo-gu","Seo-gu Incheon",2020,NA,23080,23080,23080,23080,"A0307","A0207","BVXX060",4200065
"인천광역시","미추홀구","미추홀구","미추홀구","Incheon","Michuhol-gu","Michuhol-gu","Michuhol-gu","Michuhol-gu Incheon",2020,NA,23090,23090,23090,23090,"A0305","A0203","BVXX056A",4200060
"인천광역시","강화군","강화군","강화군","Incheon","Ganghwa-gun","Ganghwa-gun","Ganghwa-gun","Ganghwa-gun Incheon",2020,NA,23510,23310,23510,23510,"A0301","A0201","BVXX054",4200066
"인천광역시","옹진군","옹진군","옹진군","Incheon","Ongjin-gun","Ongjin-gun","Ongjin-gun","Ongjin-gun Incheon",2020,NA,23520,23320,23520,23520,"A0309","A0209","BVXX062",4200067
"광주광역시","동구","동구","동구","Gwangju","Dong-gu","Dong-gu","Dong-gu","Dong-gu Gwangju",2020,NA,24010,24010,24010,24010,"A1003","A0903","BVXX067",4200070
"광주광역시","서구","서구","서구","Gwangju","Seo-gu","Seo-gu","Seo-gu","Seo-gu Gwangju",2020,NA,24020,24020,24020,24020,"A1005","A0905","BVXX069",4200071
"광주광역시","남구","남구","남구","Gwangju","Nam-gu","Nam-gu","Nam-gu","Nam-gu Gwangju",2020,NA,24030,24030,24030,24030,"A1002","A0902","BVXX066",4200072
"광주광역시","북구","북구","북구","Gwangju","Buk-gu","Buk-gu","Buk-gu","Buk-gu Gwangju",2020,NA,24040,24040,24040,24040,"A1004","A0904","BVXX068",4200073
"광주광역시","광산구","광산구","광산구","Gwangju","Gwangsan-gu","Gwangsan-gu","Gwangsan-gu","Gwangsan-gu Gwangju",2020,NA,24050,24050,24050,24050,"A1001","A0901","BVXX065",4200074
"대전광역시","동구","동구","동구","Daejeon","Dong-gu","Dong-gu","Dong-gu","Dong-gu Daejeon",2020,NA,25010,25010,25010,25010,"A0602","A0502","BVXX072",4200077
"대전광역시","중구","중구","중구","Daejeon","Jung-gu","Jung-gu","Jung-gu","Jung-gu Daejeon",2020,NA,25020,25020,25020,25020,"A0605","A0505","BVXX075",4200078
"대전광역시","서구","서구","서구","Daejeon","Seo-gu","Seo-gu","Seo-gu","Seo-gu Daejeon",2020,NA,25030,25030,25030,25030,"A0603","A0503","BVXX073",4200079
"대전광역시","유성구","유성구","유성구","Daejeon","Yuseong-gu","Yuseong-gu","Yuseong-gu","Yuseong-gu Daejeon",2020,NA,25040,25040,25040,25040,"A0604","A0504","BVXX074",4200080
"대전광역시","대덕구","대덕구","대덕구","Daejeon","Daedeok-gu","Daedeok-gu","Daedeok-gu","Daedeok-gu Daejeon",2020,NA,25050,25050,25050,25050,"A0601","A0501","BVXX071",4200081
"울산광역시","중구","중구","중구","Ulsan","Jung-gu","Jung-gu","Jung-gu","Jung-gu Ulsan",2020,NA,26010,26010,26010,26010,"A1605","A1505","BVXX081",4200084
"울산광역시","남구","남구","남구","Ulsan","Nam-gu","Nam-gu","Nam-gu","Nam-gu Ulsan",2020,NA,26020,26020,26020,26020,"A1601","A1501","BVXX077",4200085
"울산광역시","동구","동구","동구","Ulsan","Dong-gu","Dong-gu","Dong-gu","Dong-gu Ulsan",2020,NA,26030,26030,26030,26030,"A1602","A1502","BVXX078",4200086
"울산광역시","북구","북구","북구","Ulsan","Buk-gu","Buk-gu","Buk-gu","Buk-gu Ulsan",2020,NA,26040,26040,26040,26040,"A1603","A1503","BVXX079",4200087
"울산광역시","울주군","울주군","울주군","Ulsan","Ulju-gun","Ulju-gun","Ulju-gun","Ulju-gun Ulsan",2020,NA,26510,26310,26510,26510,"A1604","A1504","BVXX080",4200088
"세종특별자치시","세종시","세종시","세종시","Sejong","Sejong-si","Sejong-si","Sejong-si","Sejong-si Sejong",2020,NA,29010,29010,29010,29010,"A09","A08","BVXX082",4200090
"경기도","수원시","수원시","","Gyeonggi-do","Suwon-si","Suwon-si","Suwon-si","Suwon-si Gyeonggi-do",2020,NA,31010,31010,31010,31010,"A0413","A0313",NA,NA
